prix,type_de_bien,details,zone
629000,Villa à vendre,"5 pièces · 3 chambres · 160,2 m² · 430 m² de terrain",Grand-Large  Meyzieu (69330)
330000,Appartement à vendre,6 pièces · 5 chambres · 144 m² · Étage 1/1,Saint-Germain-au-Mont-d'Or (69650)
140000,Appartement à vendre,2 pièces · 1 chambre · 49 m² · RDC/15,La Duchère  Lyon 9ème arrondissement (69009)
236000,Terrain avec maison neuve à vendre,5 pièces · 4 chambres · 90 m² · 1 083 m² de terrain,Trept (38460)
179000,Appartement à vendre,2 pièces · 1 chambre · 34 m² · Étage 5/5,Saint Louis  Lyon 7ème arrondissement (69007)
215000,Appartement à vendre,2 pièces · 1 chambre · 47 m²,Centre  Caluire-et-Cuire (69300)
179000,Appartement à vendre,4 pièces · 3 chambres · 74 m² · Étage 4/4,Berliet-Gare-Garibaldi  Saint-Priest (69800)
92000,Appartement à vendre,"2 pièces · 1 chambre · 33,1 m² · Étage 1/2",Centre  Décines-Charpieu (69150)
455000,Appartement à vendre,3 pièces · 2 chambres · 75 m² · 3ème étage,Lyon 4ème arrondissement (69004)
210000,Appartement à vendre,"2 pièces · 1 chambre · 42,8 m² · 3ème étage",Lyon 3ème arrondissement (69003)
825000,Maison à vendre,7 pièces · 5 chambres · 275 m² · 779 m² de terrain,Pommiers (69480)
395000,Maison à vendre,4 pièces · 3 chambres · 132 m² · 632 m² de terrain,Bord-de Osaone  Fontaines-sur-Saône (69270)
225000,Appartement à vendre,3 pièces · 2 chambres · 59 m² · Étage 1/5,Vassieux  Caluire-et-Cuire (69300)
427000,Maison à vendre,"5 pièces · 3 chambres · 98,5 m² · 330 m² de terrain",Meyzieu (69330)
665000,Appartement à vendre,4 pièces · 3 chambres · 115 m² · Étage 5/8,Sainte-Foy-lès-Lyon (69110)
320000,Maison à vendre,3 pièces · 4 chambres · 80 m² · 353 m² de terrain,Vindry-sur-Turdine (69490)
340000,Appartement à vendre - neuf,4 pièces · 3 chambres · 99 m² · dès le 30/06/2027,Val-de-Virieu (38730)
549000,Maison à vendre,6 pièces · 5 chambres · 161 m² · 840 m² de terrain,Limonest (69760)
359000,Appartement à vendre,3 pièces · 2 chambres · 67 m² · Étage 4/8,Part-Dieu  Lyon 3ème arrondissement (69003)
305500,Maison à vendre - neuf,"4 pièces · 3 chambres · 80,7 m² · dès le 29/03/2028",
215000,Appartement à vendre,2 pièces · 1 chambre · 41 m² · Étage 1/4,Guillotière  Lyon 7ème arrondissement (69007)
759000,Maison à vendre,8 pièces · 5 chambres · 220 m² · 550 m² de terrain,Genay (69730)
307000,Appartement à vendre - neuf,"4 pièces · 83,3 m² · RDC · dès le 31/12/2026",
278000,Appartement à vendre,"3 pièces · 2 chambres · 64,6 m² · Étage 1/3",Bel Air-Alaï  Francheville (69340)
365000,Villa à vendre,4 pièces · 3 chambres · 115 m² · 700 m² de terrain,Geraniums-Champlantier-La Begude  Feyzin (69320)
259600,Appartement à vendre - neuf,3 pièces · 66 m² · 4ème étage · dès le 30/09/2028,
359000,Maison à vendre,6 pièces · 5 chambres · 115 m² · 355 m² de terrain,Charréard  Vénissieux (69200)
299000,Duplex à vendre,3 pièces · 2 chambres · 64 m² · 1 étages,Est  Craponne (69290)
125000,Appartement à vendre,1 pièce · 19 m² · Étage 5/5,Presqu'île - Centre ville - Cordeliers  Lyon 2ème arrondissement (69002)
397000,Appartement à vendre,"3 pièces · 2 chambres · 79,2 m² · Étage 2/2",Croix Rousse Centre  Lyon 4ème arrondissement (69004)
225000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 64,2 m² · Étage 1/5",Ouest  Trévoux (01600)
325000,Appartement à vendre,"3 pièces · 2 chambres · 63,5 m² · Étage 1/7",Guillotière  Lyon 7ème arrondissement (69007)
135000,Appartement à vendre,3 pièces · 2 chambres · 57 m² · Étage 3/5,Croix Luizet  Villeurbanne (69100)
229000,Appartement à vendre,4 pièces · 2 chambres · 68 m² · RDC/4,Montchat  Lyon 3ème arrondissement (69003)
219000,Appartement à vendre,3 pièces · 1 chambre · 63 m² · 3ème étage,Montessuy  Caluire-et-Cuire (69300)
119000,Appartement à vendre,"2 pièces · 1 chambre · 44,6 m² · 1er étage",Belleroche  Villefranche-sur-Saône (69400)
620000,Villa à vendre,6 pièces · 4 chambres · 214 m² · 2 800 m² de terrain,Ternand (69620)
230000,Appartement à vendre,3 pièces · 2 chambres · 73 m² · Étage 1/7,Chavril  Sainte-Foy-lès-Lyon (69110)
329000,Appartement à vendre - neuf,"3 pièces · 64,6 m² · 2ème étage · dès le 31/03/2028",
332000,Appartement à vendre - neuf,3 pièces · 61 m² · RDC · dès le 31/03/2028,
299000,Appartement à vendre,4 pièces · 3 chambres · 82 m² · Étage 5/7,Le Grand Trou  Lyon 8ème arrondissement (69008)
760000,Maison à vendre,"9 pièces · 6 chambres · 230,3 m² · 2 545 m² de terrain",Les Haies (69420)
149000,Appartement à vendre,"3 pièces · 2 chambres · 53,2 m² · Étage 3/5",Cusset  Villeurbanne (69100)
325000,Terrain avec maison neuve à vendre,5 pièces · 4 chambres · 110 m² · 200 m² de terrain,Jameyzieu  Tignieu-Jameyzieu (38230)
285000,Appartement à vendre,3 pièces · 2 chambres · 79 m² · Étage 2/2,Yvours  Irigny (69540)
310000,Appartement à vendre,3 pièces · 2 chambres · 88 m² · 1er étage,Lyon 5ème arrondissement (69005)
578000,Maison à vendre,5 pièces · 3 chambres · 128 m² · 1 057 m² de terrain,Celestins Merlo  Oullins-Pierre-Bénite (69600)
205000,Appartement à vendre,"3 pièces · 2 chambres · 68,1 m² · Étage 2/5",Saint Clair- Quais du Rhône  Caluire-et-Cuire (69300)
239000,Appartement à vendre,"4 pièces · 3 chambres · 86,6 m² · 1er étage",centre Ville-La Chartonnière-La Barre  Villefranche-sur-Saône (69400)
269000,Appartement à vendre,3 pièces · 1 chambre · 79 m² · Étage 1/2,Saint-Pierre-de-Chandieu (69780)
495000,Maison à vendre,5 pièces · 4 chambres · 134 m² · 350 m² de terrain,Mornant (69440)
480000,Maison à vendre,5 pièces · 4 chambres · 106 m² · 297 m² de terrain,Centre  Dardilly (69570)
270000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 95 m² · 400 m² de terrain,Lancié (69220)
700000,Maison à vendre,5 pièces · 4 chambres · 167 m² · 1 000 m² de terrain,Les Hauts de Saint Bonnet  Saint-Bonnet-de-Mure (69720)
889000,Appartement à vendre,4 pièces · 3 chambres · 140 m²,Tête d'Or  Lyon 6ème arrondissement (69006)
738990,Maison à vendre,5 pièces · 4 chambres · 182 m² · 3 061 m² de terrain,Ouest  Dardilly (69570)
236000,Appartement à vendre,2 pièces · 1 chambre · 41 m² · Étage 4/5,Centre Ville  Tassin-la-Demi-Lune (69160)
390000,Terrain avec maison neuve à vendre,5 pièces · 4 chambres · 118 m² · 453 m² de terrain,Jameyzieu  Tignieu-Jameyzieu (38230)
401929,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 105 m² · 1 008 m² de terrain,Anse (69480)
360000,Maison à vendre,5 pièces · 4 chambres · 135 m²,Francheville (69340)
398000,Maison à vendre,"5 pièces · 4 chambres · 107,5 m² · 750 m² de terrain",Rontalon (69510)
440000,Maison à vendre,4 pièces · 3 chambres · 151 m² · 1 774 m² de terrain,Chabanière (69440)
315000,Terrain avec maison neuve à vendre,5 pièces · 4 chambres · 110 m² · 500 m² de terrain,Condrieu (69420)
718200,Appartement à vendre,4 pièces · 3 chambres · 108 m² · Étage 3/3,Francheville le Haut-Bruissin  Francheville (69340)
495000,Appartement à vendre,4 pièces · 3 chambres · 105 m² · Étage 2/5,Vieux Lyon  Lyon 5ème arrondissement (69005)
255000,Appartement à vendre,2 pièces · 1 chambre · 47 m² · 2ème étage,Presqu'île - Centre ville - Cordeliers  Lyon 2ème arrondissement (69002)
399000,Maison à vendre,4 pièces · 3 chambres · 116 m²,Porte des Pierres Dorées (69640)
378000,Appartement à vendre,4 pièces · 3 chambres · 82 m² · 3ème étage,Gratte Ciel  Villeurbanne (69100)
579000,Maison à vendre,5 pièces · 3 chambres · 126 m² · 1 082 m² de terrain,Bord-de Osaone  Fontaines-sur-Saône (69270)
355000,Maison à vendre,5 pièces · 4 chambres · 115 m² · 600 m² de terrain,Arnas (69400)
478000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 81 m² · 430 m² de terrain,Saint-Romain-de-Jalionas (38460)
395500,Maison à vendre,6 pièces · 4 chambres · 133 m² · 600 m² de terrain,Centre-Max Barel-Léo Lagrange  Vénissieux (69200)
1245000,Appartement à vendre,6 pièces · 4 chambres · 172 m² · Étage 2/5,Ainay  Lyon 2ème arrondissement (69002)
270000,Appartement à vendre,3 pièces · 2 chambres · 61 m² · RDC/3,Centre-Plaine d'Elite  Brignais (69530)
490000,Maison à vendre,5 pièces · 3 chambres · 130 m² · 462 m² de terrain,Les Coteaux  Chassieu (69680)
315000,Maison à vendre,"4 pièces · 3 chambres · 81,2 m²",Fontaines-sur-Saône (69270)
379000,Maison à vendre,"6 pièces · 3 chambres · 199,4 m² · 402 m² de terrain",Échalas (69700)
599000,Maison à vendre,6 pièces · 4 chambres · 164 m² · 1 055 m² de terrain,Sud Est  Mions (69780)
316500,Maison à vendre,5 pièces · 2 chambres · 90 m²,Loire-sur-Rhône (69700)
220000,Appartement à vendre,2 pièces · 1 chambre · 47 m² · RDC,Le Bachut  Lyon 8ème arrondissement (69008)
235000,Appartement à vendre,3 pièces · 2 chambres · 58 m² · RDC,Centre-Max Barel-Centre Nord  Vénissieux (69200)
420000,Maison à vendre,6 pièces · 3 chambres · 117 m² · 919 m² de terrain,Revaison  Saint-Priest (69800)
205000,Appartement à vendre,3 pièces · 2 chambres · 74 m² · Étage 6/10,Lyon 8ème arrondissement (69008)
233000,Appartement à vendre,3 pièces · 2 chambres · 54 m² · Étage 1/3,Yvours  Irigny (69540)
269800,Terrain avec maison neuve à vendre,5 pièces · 3 chambres · 95 m² · 300 m² de terrain,Saint-Paul-de-Varax (01240)
241000,Appartement à vendre,3 pièces · 2 chambres · 57 m² · Étage 2/3,Yvours  Irigny (69540)
295000,Appartement à vendre - neuf,3 pièces · 2 chambres · 63 m² · 1er étage,Toussieu (69780)
304900,Appartement à vendre,2 pièces · 1 chambre · 45 m² · Étage 7/13,Lyon 7ème arrondissement (69007)
299000,Appartement à vendre,2 pièces · 1 chambre · 45 m² · Étage 2/13,Lyon 7ème arrondissement (69007)
242000,Appartement à vendre,2 pièces · 1 chambre · 43 m² · RDC/1,Sathonay-Village (69580)
279900,Appartement à vendre,2 pièces · 1 chambre · 41 m² · RDC/1,Sathonay-Village (69580)
249900,Appartement à vendre - neuf,2 pièces · 1 chambre · 47 m²,Brindas (69126)
292300,Appartement à vendre - neuf,2 pièces · 1 chambre · 42 m²,Centre Ville  Tassin-la-Demi-Lune (69160)
449000,Appartement à vendre,"3 pièces · 2 chambres · 86,7 m² · Étage 1/4",Guillotière  Lyon 7ème arrondissement (69007)
215000,Duplex à vendre,3 pièces · 2 chambres · 65 m² · RDC,Pommiers (69480)
199000,Appartement à vendre,3 pièces · 2 chambres · 3ème étage,Berliet-Gare-Garibaldi  Saint-Priest (69800)
275000,Appartement à vendre,"3 pièces · 2 chambres · 64,6 m² · 1er étage",Les Chassagnes  La Mulatière (69350)
139000,Appartement à vendre - neuf,2 pièces · 1 chambre,Bioux  Mâcon (71000)
221000,Appartement à vendre - neuf,4 pièces · 3 chambres · 76 m² · 1er étage,Les Genêts-Le Vinatier-Le Lessivas  Bron (69500)
446000,Appartement à vendre - neuf,4 pièces · 3 chambres · 95 m² · 5ème étage,Parilly Centre  Bron (69500)
609000,Appartement à vendre - neuf,4 pièces · 3 chambres · 90 m² · 16ème étage,Ainay  Lyon 2ème arrondissement (69002)
695000,Maison à vendre,5 pièces · 2 chambres · 210 m² · 1 000 m² de terrain,Porte des Pierres Dorées (69400)
605000,Maison à vendre,5 pièces · 4 chambres · 150 m² · 2 160 m² de terrain,Chabanière (69440)
350000,Maison de plain-pied à vendre,4 pièces · 3 chambres · 95 m² · 744 m² de terrain,Geraniums-Champlantier-La Begude  Feyzin (69320)
515000,Maison à vendre,"5 pièces · 4 chambres · 141,1 m² · 700 m² de terrain",Bully (69210)
219000,Maison à vendre,2 pièces · 1 chambre · 51 m² · 149 m² de terrain,Pollionnay (69290)
176000,Appartement à vendre,"3 pièces · 2 chambres · 58,2 m² · Étage 4/5",Le Bachut  Lyon 8ème arrondissement (69008)
315000,Appartement à vendre,3 pièces · 2 chambres · 71 m² · Étage 1/5,Gorge du Loup-Champvert  Lyon 9ème arrondissement (69009)
379913,Appartement à vendre - neuf,4 pièces · 79 m² · dès le 01/01/2027,Lyon 8ème arrondissement (69008)
384800,Appartement à vendre - neuf,4 pièces · 3 chambres · 81 m² · 3ème étage,Balmes Bourlione  Corbas (69960)
349000,Appartement à vendre - neuf,3 pièces · 2 chambres · 63 m² · 2ème étage,Centre  Craponne (69290)
218000,Appartement à vendre - neuf,"3 pièces · 63,1 m² · Étage 3/3",Centre-Brou  Bourg-en-Bresse (01000)
197100,Appartement à vendre - neuf,2 pièces · 1 chambre · 43 m² · 2ème étage,Ouest  Belleville-en-Beaujolais (69220)
358800,Appartement à vendre - neuf,4 pièces · 3 chambres · 81 m² · 3ème étage,Balmes Bourlione  Corbas (69960)
470000,Appartement à vendre - neuf,5 pièces · 4 chambres · 85 m² · 2ème étage,Est  Craponne (69290)
420000,Appartement à vendre - neuf,4 pièces · 3 chambres · 75 m² · 2ème étage,Est  Craponne (69290)
357000,Appartement à vendre - neuf,3 pièces · 2 chambres · 60 m² · 4ème étage,Ainay  Lyon 2ème arrondissement (69002)
235000,Appartement à vendre - neuf,2 pièces · 1 chambre · 41 m² · RDC,Grandes-Terres Revoison  Genas (69740)
363000,Appartement à vendre - neuf,5 pièces · 4 chambres · 94 m² · 5ème étage,Les Genêts-Le Vinatier-Le Lessivas  Bron (69500)
293000,Appartement à vendre - neuf,2 pièces · 1 chambre · 46 m² · 1er étage,Zone Pavillonnaire  Chaponost (69630)
169900,Studio à vendre - neuf,1 pièce · 29 m² · 1er étage,Revaison  Saint-Priest (69800)
262000,Appartement à vendre - neuf,4 pièces · 3 chambres · 80 m² · RDC,Belleville-en-Beaujolais (69220)
340000,Appartement à vendre - neuf,3 pièces · 2 chambres · 61 m² · 1er étage,Girondins  Lyon 7ème arrondissement (69007)
290000,Appartement à vendre - neuf,2 pièces · 1 chambre · 41 m² · 1er étage,Centre et Sud Est  Saint-Didier-au-Mont-d'Or (69370)
317350,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 105 m² · 315 m² de terrain,Grenay (38540)
207000,Appartement à vendre - neuf,2 pièces · 1 chambre · 44 m² · 3ème étage,Croix Luizet  Villeurbanne (69100)
173000,Appartement à vendre - neuf,1 pièce · 22 m² · 1er étage,Moulin à Vent-Ernest Renan  Vénissieux (69200)
580000,Maison à vendre,"6 pièces · 5 chambres · 249,8 m²",Crepieux  Rillieux-la-Pape (69140)
300000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 61,6 m² · 1er étage",
283000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 60,2 m² · 1er étage",
293000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 60,2 m² · 2ème étage",
283000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 61,6 m² · 2ème étage",
166000,Appartement à vendre,2 pièces · 1 chambre · 46 m² · Étage 3/4,Parilly Centre  Bron (69500)
299000,Appartement à vendre,3 pièces · 2 chambres · 61 m² · Étage 3/5,Moulin à Vent-Georges Lévy  Vénissieux (69200)
454000,Appartement à vendre - neuf,4 pièces · 3 chambres · 88 m² · Étage 3/3,Craponne (69290)
385000,Appartement à vendre - neuf,3 pièces · 2 chambres · 70 m²,Craponne (69290)
283000,Appartement à vendre - neuf,2 pièces · 1 chambre · 46 m² · 1er étage,Zone Pavillonnaire  Chaponost (69630)
454500,Appartement à vendre - neuf,3 pièces · 2 chambres · 63 m²,Centre Ville  Tassin-la-Demi-Lune (69160)
415000,Appartement à vendre,4 pièces · 3 chambres · 84 m² · Étage 3/3,Ouest  Gex (01170)
649000,Appartement à vendre - neuf,"5 pièces · 105,4 m² · 3ème étage · dès le 30/06/2026",
163000,Appartement à vendre,"2 pièces · 1 chambre · 49,1 m² · 1er étage",Laënnec  Lyon 8ème arrondissement (69008)
335000,Maison à vendre,4 pièces · 3 chambres · 92 m²,Taillis Romanette  Corbas (69960)
490000,Terrain avec maison neuve à vendre,5 pièces · 4 chambres · 120 m² · 1 430 m² de terrain,Sourcieux-les-Mines (69210)
212000,Appartement à vendre,2 pièces · 1 chambre · 49 m² · RDC,Charlier  Écully (69130)
700000,Maison à vendre,"10 pièces · 5 chambres · 252,7 m² · 2 950 m² de terrain",Zone d'Activité  Corbas (69960)
650000,Appartement à vendre - neuf,4 pièces · 123 m² · Étage 4/5,
179000,Appartement à vendre,"3 pièces · 1 chambre · 57,7 m² · Étage 3/4",Croix Luizet  Villeurbanne (69100)
290000,Appartement à vendre - neuf,"2 pièces · 47,8 m² · 5ème étage · dès le 31/12/2027",Girondins  Lyon 7ème arrondissement (69007)
312000,Appartement à vendre - neuf,"2 pièces · 46,8 m² · 9ème étage · dès le 31/12/2027",Girondins  Lyon 7ème arrondissement (69007)
320000,Appartement à vendre - neuf,"2 pièces · 47,8 m² · 11ème étage · dès le 31/12/2027",Girondins  Lyon 7ème arrondissement (69007)
280000,Appartement à vendre - neuf,"2 pièces · 47,8 m² · 3ème étage · dès le 31/12/2027",Girondins  Lyon 7ème arrondissement (69007)
189500,Appartement à vendre - neuf,"2 pièces · 41,1 m² · 3ème étage · dès le 31/12/2026",Centre-Saint Germain-Vareilles  Ambérieu-en-Bugey (01500)
270000,Appartement à vendre - neuf,"2 pièces · 47,8 m² · 1er étage · dès le 31/12/2027",Girondins  Lyon 7ème arrondissement (69007)
310000,Appartement à vendre - neuf,"2 pièces · 47,8 m² · 9ème étage · dès le 31/12/2027",Girondins  Lyon 7ème arrondissement (69007)
286000,Terrain avec maison neuve à vendre,5 pièces · 4 chambres · 95 m² · 350 m² de terrain,Taponas (69220)
890000,Maison à vendre,7 pièces · 5 chambres · 235 m² · 2 400 m² de terrain,Centre et Nord Ouest  Saint-Didier-au-Mont-d'Or (69370)
320000,Terrain avec maison neuve à vendre,3 pièces · 2 chambres · 50 m² · 490 m² de terrain,Centre Ville  Saint-Priest (69800)
139900,Appartement à vendre,3 pièces · 2 chambres · 60 m² · Étage 6/7,Le Village  Vaulx-en-Velin (69120)
529000,Maison à vendre,5 pièces · 4 chambres · 127 m² · 800 m² de terrain,Chabanière (69440)
54882,Appartement en viager · occupé,2 pièces · 1 chambre · 60 m² · Étage 3/4,Le Village  Saint-Priest (69800)
149000,Appartement à vendre - Première occupation,2 pièces · 1 chambre · 41 m² · Étage 2/4,Centre-Max Barel-Centre Nord  Vénissieux (69200)
150000,Appartement à vendre,2 pièces · 1 chambre · 60 m² · 2ème étage,Bonnevay - La Soie - Les Brosses  Villeurbanne (69100)
595000,Appartement à vendre,5 pièces · 3 chambres · 140 m² · Étage 3/4,Ainay  Lyon 2ème arrondissement (69002)
375000,Maison à vendre,4 pièces · 3 chambres · 114 m² · 360 m² de terrain,Arnas (69400)
410000,Appartement à vendre - neuf,4 pièces · 86 m²,Leclerc  Rillieux-la-Pape (69140)
900000,Maison à vendre,8 pièces · 6 chambres · 226 m² · 1 224 m² de terrain,Échenevex (01170)
590000,Appartement à vendre - neuf,5 pièces · 103 m²,Leclerc  Rillieux-la-Pape (69140)
419000,Appartement à vendre - neuf,3 pièces · 68 m²,Mercières – Bruyères  Caluire-et-Cuire (69300)
425000,Appartement à vendre - neuf,3 pièces · 70 m²,Francheville le Bas-Châter  Francheville (69340)
229000,Appartement à vendre,4 pièces · 2 chambres · 63 m²,Centre  Caluire-et-Cuire (69300)
553000,Appartement à vendre - neuf,5 pièces · 105 m² · 8ème étage · dès le 01/07/2026,
624000,Appartement à vendre - neuf,"5 pièces · 118,2 m² · 4ème étage · dès le 01/07/2026",
481000,Appartement à vendre - neuf,"5 pièces · 97,3 m² · 9ème étage · dès le 01/07/2026",
606000,Appartement à vendre - neuf,"5 pièces · 114,5 m² · 4ème étage · dès le 01/07/2026",
517000,Appartement à vendre - neuf,"5 pièces · 103,2 m² · 10ème étage · dès le 01/07/2026",
597000,Appartement à vendre - neuf,"5 pièces · 114,9 m² · 8ème étage · dès le 01/07/2026",
579000,Maison à vendre,"5 pièces · 3 chambres · 122,4 m² · 250 m² de terrain",Les Genêts-Le Vinatier-Le Lessivas  Bron (69500)
250000,Appartement à vendre,3 pièces · 2 chambres · 67 m² · Étage 1/7,Croix Luizet  Villeurbanne (69100)
328400,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 100 m² · 858 m² de terrain,Saint-Romain-de-Jalionas (38460)
475000,Appartement à vendre,4 pièces · 3 chambres · 105 m² · Étage 2/3,Centre Ville  Tassin-la-Demi-Lune (69160)
579000,Maison à vendre,"5 pièces · 3 chambres · 122,4 m² · 250 m² de terrain",Les Genêts-Le Vinatier-Le Lessivas  Bron (69500)
179000,Appartement à vendre - neuf,"2 pièces · 1 chambre · 43,5 m² · dès le 31/12/2027",
324000,Appartement à vendre - neuf,4 pièces · 91 m²,Crepieux  Rillieux-la-Pape (69140)
332000,Appartement à vendre - neuf,4 pièces · 91 m²,Crepieux  Rillieux-la-Pape (69140)
243000,Appartement à vendre,2 pièces · 1 chambre · 50 m² · Étage 2/3,Caluire-et-Cuire (69300)
268000,Appartement à vendre,3 pièces · 2 chambres · 63 m² · RDC/3,Francheville (69340)
175000,Appartement à vendre,"3 pièces · 2 chambres · 73,2 m² · Étage 1/3",Laënnec  Lyon 8ème arrondissement (69008)
295000,Maison à vendre,6 pièces · 4 chambres · 152 m² · 1 183 m² de terrain,Les Chères (69380)
249000,Duplex à vendre,3 pièces · 1 chambre · 103 m² · 1er étage,Toussieu (69780)
483000,Appartement à vendre - neuf,4 pièces · 3 chambres · 135 m² · RDC/3,La Villette  Lyon 3ème arrondissement (69003)
529000,Maison à vendre,5 pièces · 4 chambres · 127 m² · 800 m² de terrain,Chabanière (69440)
705000,Appartement à vendre - neuf,5 pièces · 119 m² · dès le 31/12/2027,Girondins  Lyon 7ème arrondissement (69007)
291883,Appartement à vendre - neuf,"4 pièces · 3 chambres · 79,1 m² · 9ème étage",Abry  Grenoble (38100)
254000,Appartement à vendre,4 pièces · 3 chambres · 81 m² · Étage 2/5,Centre Ville  Saint-Priest (69800)
774000,Duplex à vendre - neuf,"4 pièces · 3 chambres · 116,4 m² · dès le 31/03/2027",
879000,Appartement à vendre - neuf,"4 pièces · 3 chambres · 133,6 m² · dès le 31/03/2027",
274000,Appartement à vendre - neuf,"4 pièces · 3 chambres · 78,2 m² · 2ème étage",Canal  Givors (69700)
319000,Appartement à vendre - neuf,"4 pièces · 3 chambres · 90,3 m² · 4ème étage",Canal  Givors (69700)
279000,Appartement à vendre - neuf,4 pièces · 3 chambres · 78 m² · 3ème étage,Canal  Givors (69700)
349000,Appartement à vendre,3 pièces · 2 chambres · 76 m² · Étage 2/5,Guillotière  Lyon 7ème arrondissement (69007)
430000,Appartement à vendre,5 pièces · 3 chambres · 106 m² · Étage 4/5,Le Vernay   Caluire-et-Cuire (69300)
310000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 62,9 m² · 2ème étage",
292000,Appartement à vendre - neuf,4 pièces · 82 m²,Le Mas  Vaulx-en-Velin (69120)
369000,Maison à vendre,7 pièces · 3 chambres · 185 m² · 2 085 m² de terrain,Thizy-les-Bourgs (69240)
139000,Appartement à vendre,"4 pièces · 3 chambres · 63,8 m² · Étage 4/5",Moulin à Vent-Ernest Renan  Vénissieux (69200)
249000,Maison de plain-pied à vendre,"3 pièces · 2 chambres · 63,4 m²",Cité Saint Laurent  Veauche (42340)
436000,Appartement à vendre - neuf,3 pièces · 70 m²,Mercières – Bruyères  Caluire-et-Cuire (69300)
409000,Appartement à vendre - neuf,3 pièces · 62 m²,Mercières – Bruyères  Caluire-et-Cuire (69300)
429000,Maison à vendre,5 pièces · 4 chambres · 101 m² · 724 m² de terrain,Saint-Pierre-de-Chandieu (69780)
315600,Appartement à vendre - neuf,"5 pièces · 3 chambres · 101,3 m² · 3ème étage",
650000,Maison à vendre,12 pièces · 3 chambres · 285 m² · 1 600 m² de terrain,Villefranche-sur-Saône (69400)
194000,Appartement à vendre,"4 pièces · 3 chambres · 80,5 m² · Étage 3/6",Centre Ville  Saint-Priest (69800)
495000,Appartement à vendre,4 pièces · 3 chambres · 110 m² · Étage 3/5,Terreaux  Lyon 1er arrondissement (69001)
420000,Appartement à vendre - neuf,4 pièces · 82 m² · 4ème étage,Vénissieux (69200)
439000,Appartement à vendre - neuf,4 pièces · 86 m² · 4ème étage,Vénissieux (69200)
423000,Appartement à vendre - neuf,4 pièces · 91 m² · 2ème étage,Vénissieux (69200)
401000,Appartement à vendre - neuf,4 pièces · 87 m² · RDC,Vénissieux (69200)
423000,Appartement à vendre - neuf,4 pièces · 101 m² · 2ème étage,Vénissieux (69200)
270000,Appartement à vendre,1 pièce · 50 m² · Étage 5/6,Ainay  Lyon 2ème arrondissement (69002)
330000,Maison à vendre,4 pièces · 3 chambres · 155 m² · 1 060 m² de terrain,La Colline  Meximieux (01800)
111861,Appartement en viager · occupé,2 pièces · 1 chambre · 40 m² · Étage 1/1,Vassieux  Caluire-et-Cuire (69300)
449000,Maison de plain-pied à vendre,5 pièces · 3 chambres · 115 m² · 660 m² de terrain,Nord  Jonage (69330)
650000,Maison à vendre,9 pièces · 6 chambres · 327 m² · 3 809 m² de terrain,Saint-Clément-sur-Valsonne (69170)
650000,Maison à vendre,9 pièces · 6 chambres · 327 m² · 3 809 m² de terrain,Saint-Clément-sur-Valsonne (69170)
595000,Appartement à vendre - neuf,4 pièces · 86 m²,Girondins  Lyon 7ème arrondissement (69007)
669000,Appartement à vendre - neuf,4 pièces · 93 m²,Girondins  Lyon 7ème arrondissement (69007)
106342,Appartement en viager · occupé,3 pièces · 2 chambres · 71 m² · Étage 3/5,Laënnec  Lyon 8ème arrondissement (69008)
699000,Appartement à vendre - neuf,4 pièces · 103 m²,Centre  Écully (69130)
489500,Appartement à vendre - neuf,4 pièces · 83 m²,Charbonnières-les-Bains (69260)
779000,Appartement à vendre - neuf,4 pièces · 99 m²,Centre  Écully (69130)
835500,Appartement à vendre - neuf,4 pièces · 67 m²,Charbonnières-les-Bains (69260)
580000,Appartement à vendre - neuf,4 pièces · 106 m²,Charbonnières-les-Bains (69260)
325000,Appartement à vendre - neuf,3 pièces · 65 m² · 3 étages,Nord  Gières (38610)
607500,Appartement à vendre - neuf,4 pièces · 106 m²,Charbonnières-les-Bains (69260)
759000,Appartement à vendre - neuf,4 pièces · 103 m²,Centre  Écully (69130)
517000,Appartement à vendre - neuf,4 pièces · 93 m²,Charbonnières-les-Bains (69260)
690000,Duplex à vendre,"5 pièces · 4 chambres · 112,3 m² · Étage 5/5",Cusset  Villeurbanne (69100)
410000,Appartement à vendre - neuf,3 pièces · 2 chambres · 68 m² · Étage 3/3,Est  Craponne (69290)
250000,Appartement à vendre,3 pièces · 2 chambres · 85 m² · Étage 2/2,Condrieu (69420)
159000,Appartement à vendre - neuf,2 pièces · 38 m²,Canal  Givors (69700)
235000,Appartement à vendre,"2 pièces · 1 chambre · 46,6 m² · 4ème étage",Sans Souci-Dauphiné  Lyon 3ème arrondissement (69003)
365800,Appartement à vendre,3 pièces · 2 chambres · 78 m² · Étage 4/6,Saint Louis  Lyon 7ème arrondissement (69007)
