prix,type_de_bien,details,zone
134000,Appartement à vendre,"2 pièces · 1 chambre · 39,4 m² · Étage 3/3",Berliet-Gare-Garibaldi  Saint-Priest (69800)
592800,Maison de ville à vendre,6 pièces · 4 chambres · 178 m² · 739 m² de terrain,Taluyers (69440)
160000,Appartement à vendre - neuf,"1 pièce · 23,9 m² · RDC · dès le 30/09/2028",Point du Jour  Lyon 5ème arrondissement (69005)
401000,Appartement à vendre - neuf,5 pièces · 3 chambres · 103 m²,Ouest  Trévoux (01600)
395000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 66,4 m² · dès le 31/12/2027",Girondins  Lyon 7ème arrondissement (69007)
269000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 62,2 m² · RDC",Chessy (69380)
395000,Appartement à vendre,"4 pièces · 3 chambres · 112,6 m² · Étage 7/7",Saint Irénée  Lyon 5ème arrondissement (69005)
215300,Appartement à vendre - neuf,2 pièces · 40 m²,Moulin à Vent-Ernest Renan  Vénissieux (69200)
478000,Appartement à vendre - neuf,5 pièces · 99 m² · dès le 30/09/2026,Clément  Villeurbanne (69100)
199000,Appartement à vendre - neuf,1 pièce · 19 m² · dès le 31/12/2027,Lyon 2ème arrondissement (69002)
152000,Appartement à vendre - neuf,"1 pièce · 30,8 m² · 3ème étage · dès le 30/09/2028",Croix Luizet  Villeurbanne (69100)
365000,Appartement à vendre - neuf,5 pièces · 99 m²,Béligny-La Sablonnière-La Grange Rouge-Le Peloux-Les Fourches  Villefranche-sur-Saône (69400)
259900,Appartement à vendre,4 pièces · 3 chambres · 78 m² · Étage 2/2,Charpieu  Décines-Charpieu (69150)
141000,Appartement à vendre - neuf,1 pièce · 18 m²,Tassin le Bourg  Tassin-la-Demi-Lune (69160)
810000,Terrain avec maison neuve à vendre,3 pièces · 3 chambres · 140 m² · 806 m² de terrain,Centre et Sud Est  Saint-Didier-au-Mont-d'Or (69370)
314000,Appartement à vendre - neuf,4 pièces · 72 m²,Cornavent  Décines-Charpieu (69150)
202300,Maison jumelée à vendre - neuf,"4 pièces · 3 chambres · 83,6 m² · dès le 30/06/2026",Saint-Clair-de-la-Tour (38110)
530000,Appartement à vendre,5 pièces · 3 chambres · 115 m² · RDC/4,Caluire-et-Cuire (69300)
236000,Appartement à vendre - neuf,"2 pièces · 1 chambre · 45,5 m² · RDC",Lentilly (69210)
275000,Appartement à vendre - neuf,4 pièces · 78 m²,Canal  Givors (69700)
835000,Appartement à vendre,"4 pièces · 3 chambres · 127,3 m² · Étage 2/5",Foch  Lyon 6ème arrondissement (69006)
730000,Maison à vendre,6 pièces · 4 chambres · 230 m² · 2 000 m² de terrain,Saint-Cyr-sur-le-Rhône (69560)
2300000,Appartement à vendre,4 pièces · 4 chambres · 214 m² · Étage 3/3,Lyon 5ème arrondissement (69005)
720000,Maison à vendre,7 pièces · 5 chambres · 200 m² · 1 060 m² de terrain,Lissieu (69380)
512000,Appartement à vendre - neuf,"5 pièces · 87,3 m² · 4ème étage · dès le 31/03/2028",Le Bourg  Fontaines-sur-Saône (69270)
245000,Appartement à vendre - neuf,"4 pièces · 3 chambres · 78,9 m² · 1er étage",Saint-Fons (69190)
196900,Appartement à vendre - neuf,2 pièces · 39 m² · 3ème étage · dès le 31/03/2027,Givors (69700)
265000,Appartement à vendre - neuf,"4 pièces · 3 chambres · 82,7 m² · dès le 30/06/2027",Le Grand Vivier-Le Garet-Pontbichet-Troussier  Villefranche-sur-Saône (69400)
337000,Appartement à vendre - neuf,"4 pièces · 3 chambres · 79,4 m² · 1er étage",Plein Soleil-Zone Industrielle  Saint-Bonnet-de-Mure (69720)
420000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 67,6 m² · dès le 30/06/2026",Girondins  Lyon 7ème arrondissement (69007)
333000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 90 m² · 444 m² de terrain,Chavanoz (38230)
170000,Appartement à vendre - neuf,"3 pièces · 62,4 m² · 5 étages · dès le 01/01/2028",Canal  Givors (69700)
570000,Appartement à vendre - neuf,"5 pièces · 96,1 m² · 7ème étage · dès le 31/12/2027",Girondins  Lyon 7ème arrondissement (69007)
765000,Appartement à vendre - neuf,"5 pièces · 114,8 m²",Perrache  Lyon 2ème arrondissement (69002)
545000,Appartement à vendre,5 pièces · 4 chambres · 117 m² · RDC/3,Tassin le Bourg  Tassin-la-Demi-Lune (69160)
265000,Appartement à vendre - neuf,"2 pièces · 43,7 m²",Girondins  Lyon 7ème arrondissement (69007)
205000,Appartement à vendre - neuf,"1 pièce · 31,6 m²",Girondins  Lyon 7ème arrondissement (69007)
329000,Appartement à vendre - neuf,4 pièces · 86 m² · Étage 4/4 · dès le 31/03/2028,Charréard  Vénissieux (69200)
240000,Maison à vendre - neuf,"4 pièces · 3 chambres · 84,3 m² · dès le 31/12/2027",Loire-sur-Rhône (69700)
390000,Appartement à vendre - neuf,"5 pièces · 3 chambres · 104,1 m² · 4ème étage",Le Grand Vivier-Le Garet-Pontbichet-Troussier  Villefranche-sur-Saône (69400)
331000,Appartement à vendre - neuf,"5 pièces · 3 chambres · 97,1 m² · 2ème étage",Les Genêts-Le Vinatier-Le Lessivas  Bron (69500)
249000,Appartement à vendre - neuf,"4 pièces · 3 chambres · 84,1 m² · dès le 30/09/2027",Canal  Givors (69700)
169000,Appartement à vendre,"3 pièces · 2 chambres · 63,1 m² · RDC",Grigny-sur-Rhône (69520)
378000,Appartement à vendre,"3 pièces · 2 chambres · 69,5 m² · RDC/4",Est  Ferney-Voltaire (01210)
265000,Appartement à vendre,2 pièces · 1 chambre · 53 m² · Étage 3/5,Fourvière-Saint Just  Lyon 5ème arrondissement (69005)
339500,Appartement à vendre - neuf,4 pièces · 81 m²,Simandres (69360)
190000,Appartement à vendre - neuf,3 pièces · 2 chambres · 59 m² · RDC/4,Perica-La Roue  Rillieux-la-Pape (69140)
498000,Maison à vendre - neuf,"4 pièces · 95,8 m² · dès le 31/03/2028",Centre  Craponne (69290)
222938,Appartement à vendre - neuf,2 pièces · 42 m²,Centre-Max Barel-Centre Nord  Vénissieux (69200)
180000,Appartement à vendre,"1 pièce · 31,3 m² · 8ème étage",Lyon 8ème arrondissement (69008)
179000,Appartement à vendre,"2 pièces · 1 chambre · 50,9 m² · RDC",Millery (69390)
295000,Appartement à vendre,5 pièces · 3 chambres · 93 m² · Étage 5/11,Les Chassagnes  La Mulatière (69350)
850000,Appartement à vendre,"5 pièces · 3 chambres · 157,9 m² · Étage 1/5",Foch  Lyon 6ème arrondissement (69006)
165000,Appartement à vendre,2 pièces · 1 chambre · 37 m² · Étage 5/5,Clément  Villeurbanne (69100)
199000,Appartement à vendre,"2 pièces · 1 chambre · 54,1 m² · Étage 8/9",Laënnec  Lyon 8ème arrondissement (69008)
298000,Appartement à vendre,"5 pièces · 4 chambres · 101,7 m² · RDC/3",Charpennes-Tonkin  Villeurbanne (69100)
526000,Appartement à vendre - neuf,4 pièces · 3 chambres · 94 m² · 3ème étage,Marcy-l'Étoile (69280)
260000,Maison à vendre,5 pièces · 3 chambres · 105 m² · 362 m² de terrain,Les-Picotieres le Village  Villefontaine (38090)
340000,Appartement à vendre - neuf,3 pièces · 2 chambres · 64 m² · RDC,Marcy-l'Étoile (69280)
250000,Appartement à vendre,3 pièces · 2 chambres · 65 m² · RDC/4,Charlier  Écully (69130)
376396,Appartement à vendre - neuf,4 pièces · 80 m² · dès le 01/01/2027,Lyon 8ème arrondissement (69008)
1095000,Maison à vendre,7 pièces · 6 chambres · 225 m² · 5 000 m² de terrain,Saint-Cyr-au-Mont-d'Or (69450)
450000,Duplex à vendre - Première occupation,4 pièces · 3 chambres · 88 m² · Étage 2/3,Est  Saint-Cyr-au-Mont-d'Or (69450)
199000,Appartement à vendre,2 pièces · 1 chambre · 41 m² · Étage 1/6,Flammarion  Lyon 4ème arrondissement (69004)
465000,Maison à vendre,5 pièces · 3 chambres · 151 m² · 145 m² de terrain,Pommiers (69480)
735000,Maison à vendre,9 pièces · 7 chambres · 212 m² · 518 m² de terrain,Croix Luizet  Villeurbanne (69100)
195000,Appartement à vendre,"2 pièces · 1 chambre · 39,6 m² · 3ème étage",Centre Ville  Tassin-la-Demi-Lune (69160)
927000,Appartement à vendre,"4 pièces · 3 chambres · 172,2 m² · Étage 5/8",Presqu'île - Centre ville - Cordeliers  Lyon 2ème arrondissement (69002)
229000,Appartement à vendre,4 pièces · 3 chambres · 67 m² · 1er étage,Laënnec  Lyon 8ème arrondissement (69008)
580000,Appartement à vendre,"4 pièces · 3 chambres · 98,6 m² · RDC",Point du Jour  Lyon 5ème arrondissement (69005)
148000,Appartement à vendre - neuf,2 pièces · 41 m² · RDC · dès le 30/06/2027,Les Perouses-Triangle d'Activité  Ambérieu-en-Bugey (01500)
454000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 85 m² · 453 m² de terrain,Grandes-Terres Revoison  Genas (69740)
189000,Appartement à vendre,"3 pièces · 2 chambres · 69,2 m² · Étage 1/1",Croix Luizet  Villeurbanne (69100)
538000,Maison à vendre,4 pièces · 3 chambres · 82 m² · 350 m² de terrain,Lyon 8ème arrondissement (69008)
830000,Maison à vendre,6 pièces · 4 chambres · 134 m²,Tassin le Bourg  Tassin-la-Demi-Lune (69160)
250000,Appartement à vendre - neuf,2 pièces · 1 chambre · 44 m²,Marcy-l'Étoile (69280)
245000,Appartement à vendre,3 pièces · 2 chambres · 60 m² · Étage 1/6,Saint Louis  Lyon 7ème arrondissement (69007)
460000,Appartement à vendre,5 pièces · 3 chambres · 110 m²,Centre Ville  Tassin-la-Demi-Lune (69160)
331000,Appartement à vendre - neuf,"5 pièces · 97,1 m² · 2ème étage · dès le 31/12/2027",Les Genêts-Le Vinatier-Le Lessivas  Bron (69500)
788000,Appartement à vendre - neuf,"5 pièces · 4 chambres · 127,4 m² · 8ème étage",Laënnec  Lyon 8ème arrondissement (69008)
740000,Maison à vendre,6 pièces · 5 chambres · 190 m² · 1 008 m² de terrain,Vernaison (69390)
210000,Appartement à vendre - neuf,4 pièces · 86 m² · Étage 3/5 · dès le 01/01/2028,Canal  Givors (69700)
200000,Appartement à vendre,1 pièce · 1 chambre · 39 m² · RDC/3,Est  Saint-Cyr-au-Mont-d'Or (69450)
335000,Appartement à vendre - neuf,"2 pièces · 53,3 m²",Girondins  Lyon 7ème arrondissement (69007)
218000,Appartement à vendre - neuf,3 pièces · 63 m² · 2ème étage · dès le 30/09/2026,Montbonnot-Saint-Martin (38330)
280000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 60,3 m² · RDC",Point du Jour  Lyon 5ème arrondissement (69005)
535000,Terrain avec maison neuve à vendre,5 pièces · 4 chambres · 105 m² · 500 m² de terrain,Est  Dardilly (69570)
650000,Maison à vendre,8 pièces · 5 chambres · 274 m² · 945 m² de terrain,Centre Nord Est  Saint-Symphorien-d'Ozon (69360)
799000,Appartement à vendre,5 pièces · 4 chambres · 113 m² · Étage 7/7,Saint Louis  Lyon 7ème arrondissement (69007)
699000,Appartement à vendre - neuf,5 pièces · 117 m² · Étage 3/3,Francheville le Bas-Châter  Francheville (69340)
396000,Appartement à vendre - neuf,4 pièces · 79 m² · dès le 30/06/2026,Centre  Décines-Charpieu (69150)
349000,Appartement à vendre,3 pièces · 2 chambres · 68 m² · RDC/3,Centre-Bourg  Saint-Genis-Laval (69230)
280833,Appartement à vendre - neuf,"3 pièces · 61,1 m² · RDC · dès le 01/10/2028",Perrache  Lyon 2ème arrondissement (69002)
433000,Appartement à vendre - neuf,"4 pièces · 3 chambres · 96,8 m² · RDC",Chessy (69380)
267500,Appartement à vendre - neuf,"3 pièces · 60,8 m² · 2ème étage",Perica-La Roue  Rillieux-la-Pape (69140)
265000,Appartement à vendre - neuf,2 pièces · 43 m² · dès le 31/12/2026,Girondins  Lyon 7ème arrondissement (69007)
205000,Appartement à vendre - neuf,1 pièce · 31 m² · dès le 31/12/2026,Girondins  Lyon 7ème arrondissement (69007)
249000,Appartement à vendre - neuf,1 pièce · 36 m²,Ségny (01170)
360000,Appartement à vendre,"4 pièces · 2 chambres · 92,9 m² · Étage 3/6",Le Vernay   Caluire-et-Cuire (69300)
365000,Appartement à vendre - neuf,4 pièces · 3 chambres · 81 m² · dès le 31/12/2026,Saint-Pierre-de-Chandieu (69780)
528000,Appartement à vendre - neuf,4 pièces · 81 m²,Ferrandière Maisons-Neuves  Villeurbanne (69100)
355000,Maison à vendre,5 pièces · 4 chambres · 100 m² · 206 m² de terrain,Balmes Bourlione  Corbas (69960)
156522,Appartement à vendre - neuf,2 pièces · 1 chambre · 50 m² · RDC,La Pagère-Bron Église-Le Terraillon-Saint Jean  Bron (69500)
408800,Appartement à vendre - neuf,4 pièces · 83 m²,Charly (69390)
488300,Appartement à vendre - neuf,5 pièces · 96 m²,Charly (69390)
276000,Appartement à vendre - neuf,2 pièces · 41 m²,Lyon 3ème arrondissement (69003)
249000,Appartement à vendre - neuf,1 pièce · 33 m²,Lyon 3ème arrondissement (69003)
1250000,Appartement à vendre,6 pièces · 4 chambres · 180 m² · Étage 5/8,Presqu'île - Centre ville - Cordeliers  Lyon 2ème arrondissement (69002)
695000,Appartement à vendre,"3 pièces · 2 chambres · 97,9 m² · Étage 5/5",Presqu'île - Centre ville - Cordeliers  Lyon 2ème arrondissement (69002)
295000,Appartement à vendre - neuf,"4 pièces · 3 chambres · 85,4 m² · dès le 30/06/2026",Perica-La Roue  Rillieux-la-Pape (69140)
365000,Appartement à vendre,"4 pièces · 3 chambres · 82,2 m² · Étage 7/13",Girondins  Lyon 7ème arrondissement (69007)
349000,Appartement à vendre - neuf,"3 pièces · 65,8 m² · 1er étage · dès le 31/12/2027",Montbonnot-Saint-Martin (38330)
1850000,Maison à vendre,10 pièces · 6 chambres · 500 m² · 2 350 m² de terrain,Chasselay (69380)
375000,Appartement à vendre - neuf,"4 pièces · 78,2 m² · RDC · dès le 31/12/2027",Centre  Mions (69780)
345000,Appartement à vendre - neuf,"3 pièces · 66,4 m²",Est  Craponne (69290)
1670000,Maison de plain-pied à vendre,7 pièces · 5 chambres · 260 m² · 2 026 m² de terrain,Charbonnières-les-Bains (69260)
208000,Appartement à vendre - neuf,2 pièces · 39 m²,Ternay (69360)
265000,Appartement à vendre,"6 pièces · 4 chambres · 105,1 m² · 7ème étage",Montessuy  Caluire-et-Cuire (69300)
849000,Maison à vendre,7 pièces · 5 chambres · 210 m² · 716 m² de terrain,Genay (69730)
345000,Appartement à vendre - neuf,"3 pièces · 60,7 m²",Girondins  Lyon 7ème arrondissement (69007)
230000,Appartement à vendre - neuf,3 pièces · 65 m² · Étage 2/4 · dès le 31/03/2028,Charréard  Vénissieux (69200)
295000,Appartement à vendre - neuf,2 pièces · 46 m² · Étage 2/8 · dès le 30/06/2027,Girondins  Lyon 7ème arrondissement (69007)
190000,Appartement à vendre - neuf,1 pièce · 25 m² · RDC/8 · dès le 30/06/2027,Girondins  Lyon 7ème arrondissement (69007)
179000,Appartement à vendre - neuf,1 pièce · 25 m² · Étage 5/5 · dès le 31/03/2028,Le Grand Trou  Lyon 8ème arrondissement (69008)
285500,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 100 m²,Centre et Est  Belley (01300)
195000,Appartement à vendre - neuf,2 pièces · 45 m² · Étage 1/5 · dès le 31/03/2028,Le Grand Trou  Lyon 8ème arrondissement (69008)
320000,Appartement à vendre - neuf,"3 pièces · 2 chambres · 69,5 m² · RDC",Lentilly (69210)
299000,Appartement à vendre - neuf,"5 pièces · 3 chambres · 93,4 m² · 4ème étage",Saint-Fons (69190)
279900,Appartement à vendre - neuf,"2 pièces · 42,8 m² · dès le 01/07/2027",Sathonay-Village (69580)
268999,Appartement à vendre - neuf,2 pièces · 1 chambre · 46 m² · dès le 30/09/2026,Cusset  Villeurbanne (69100)
480000,Appartement à vendre - neuf,4 pièces · 3 chambres · 85 m² · dès le 31/12/2026,Girondins  Lyon 7ème arrondissement (69007)
398000,Appartement à vendre - neuf,"4 pièces · 3 chambres · 80,5 m² · 1er étage",Grandes-Terres Revoison  Genas (69740)
483000,Appartement à vendre - neuf,4 pièces · 96 m² · Étage 1/3 · dès le 31/03/2028,Centre  Craponne (69290)
230000,Appartement à vendre,"3 pièces · 2 chambres · 68,4 m² · 2ème étage",Lyon 8ème arrondissement (69008)
249000,Appartement à vendre - neuf,3 pièces · 61 m²,Ternay (69360)
459000,Maison de plain-pied à vendre,4 pièces · 3 chambres · 110 m² · 700 m² de terrain,Échalas (69700)
1050000,Maison à vendre,6 pièces · 3 chambres · 197 m²,Centre  Caluire-et-Cuire (69300)
350000,Appartement à vendre,3 pièces · 2 chambres · 74 m² · Étage 7/7,La Villette  Lyon 3ème arrondissement (69003)
278500,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 90 m² · 412 m² de terrain,Leyrieu (38460)
880000,Appartement à vendre,"5 pièces · 3 chambres · 158,3 m² · Étage 8/10",Brotteaux  Lyon 6ème arrondissement (69006)
263450,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 80 m² · 431 m² de terrain,Ternay (69360)
85000,Appartement à vendre,"1 pièce · 19,7 m² · 6ème étage",Lyon 7ème arrondissement (69007)
825000,Appartement à vendre,4 pièces · 2 chambres · 124 m² · 3ème étage,Ainay  Lyon 2ème arrondissement (69002)
423000,Appartement à vendre - neuf,4 pièces · 77 m² · 4ème étage · dès le 30/06/2027,Caluire-et-Cuire (69300)
498000,Appartement à vendre,4 pièces · 3 chambres · 101 m² · RDC,Tassin le Bourg  Tassin-la-Demi-Lune (69160)
710000,Terrain avec maison neuve à vendre,5 pièces · 4 chambres · 150 m² · 700 m² de terrain,Dardilly (69570)
547000,Appartement à vendre,4 pièces · 3 chambres · 93 m² · RDC/4,Tassin le Bourg  Tassin-la-Demi-Lune (69160)
427500,Terrain avec maison neuve à vendre,2 pièces · 2 chambres · 90 m² · 500 m² de terrain,Vurey  Genas (69740)
1698000,Maison à vendre,8 pièces · 4 chambres · 305 m² · 5 543 m² de terrain,Limonest (69760)
1050000,Maison à vendre,6 pièces · 4 chambres · 180 m² · 1 662 m² de terrain,Poleymieux-au-Mont-d'Or (69250)
245000,Appartement à vendre,"2 pièces · 1 chambre · 40,3 m² · RDC/1",Champlong  Saint-Genis-Laval (69230)
249000,Appartement à vendre,"2 pièces · 1 chambre · 43,6 m² · RDC/3",Meylan (38240)
530000,Terrain avec maison neuve à vendre,4 pièces · 3 chambres · 95 m² · 980 m² de terrain,Saint-Pierre-de-Chandieu (69780)
2995000,Maison à vendre,8 pièces · 5 chambres · 300 m² · 1 380 m² de terrain,Charlier  Écully (69130)
460000,Maison à vendre,4 pièces · 3 chambres · 150 m² · 1 387 m² de terrain,Nord  Jonage (69330)
470000,Appartement à vendre,5 pièces · 3 chambres · 118 m² · RDC/1,Le-Perollier  Écully (69130)
2100000,Villa à vendre,10 pièces · 4 chambres · 536 m² · 2 852 m² de terrain,Bourg  Genas (69740)
210000,Appartement à vendre,"2 pièces · 1 chambre · 63,2 m² · 6ème étage",Charpennes-Tonkin  Villeurbanne (69100)
275600,Appartement à vendre,"3 pièces · 2 chambres · 75,6 m² · 6ème étage",Charpennes-Tonkin  Villeurbanne (69100)
